LCLid,tstp,energy(kWh/hh)
MAC000223,2013-01-25 01:30:00, 0.497 
MAC000223,2013-01-25 02:00:00, 0.49 
MAC000223,2013-01-25 02:30:00, 0.44 
MAC000223,2013-01-25 03:00:00, 0.458 
MAC000223,2013-01-25 03:30:00, 0.47 
MAC000223,2013-01-25 04:00:00, 0.496 
MAC000223,2013-01-25 04:30:00, 0.217 
MAC000223,2013-01-25 05:00:00, 0.047 
MAC000223,2013-01-25 05:30:00, 0.066 
MAC000223,2013-01-25 06:00:00, 0.038 
MAC000223,2013-01-25 06:30:00, 0.04 
MAC000223,2013-01-25 07:00:00, 0.149 
MAC000223,2013-01-25 07:30:00, 0.44 
MAC000223,2013-01-25 08:00:00, 0.439 
MAC000223,2013-01-25 08:30:00, 0.476 
MAC000223,2013-01-25 09:00:00, 0.467 
MAC000223,2013-01-25 09:30:00, 0.202 
MAC000223,2013-01-25 10:00:00, 0.303 
MAC000223,2013-01-25 10:30:00, 0.486 
MAC000223,2013-01-25 11:00:00, 0.565 
MAC000223,2013-01-25 11:30:00, 0.096 
MAC000223,2013-01-25 12:00:00, 0.026 
MAC000223,2013-01-25 12:30:00, 0.048 
MAC000223,2013-01-25 13:00:00, 0.041 
MAC000223,2013-01-25 13:30:00, 0.027 
MAC000223,2013-01-25 14:00:00, 0.029 
MAC000223,2013-01-25 14:30:00, 0.057 
MAC000223,2013-01-25 15:00:00, 0.029 
MAC000223,2013-01-25 15:30:00, 0.026 
MAC000223,2013-01-25 16:00:00, 0.036 
MAC000223,2013-01-25 16:30:00, 0.051 
MAC000223,2013-01-25 17:00:00, 0.057 
MAC000223,2013-01-25 17:30:00, 0.053 
MAC000223,2013-01-25 18:00:00, 0.041 
MAC000223,2013-01-25 18:30:00, 0.045 
MAC000223,2013-01-25 19:00:00, 0.026 
MAC000223,2013-01-25 19:30:00, 0.05 
MAC000223,2013-01-25 20:00:00, 0.086 
MAC000223,2013-01-25 20:30:00, 0.078 
MAC000223,2013-01-25 21:00:00, 0.085 
MAC000223,2013-01-25 21:30:00, 0.33 
MAC000223,2013-01-25 22:00:00, 0.707 
MAC000223,2013-01-25 22:30:00, 0.612 
MAC000223,2013-01-25 23:00:00, 0.606 
MAC000223,2013-01-25 23:30:00, 0.521 
MAC000223,2013-01-26 00:00:00, 0.561 
MAC000223,2013-01-26 00:30:00, 0.561 
MAC000223,2013-01-26 01:00:00, 0.51 
MAC000223,2013-01-26 01:30:00, 0.455 
MAC000223,2013-01-26 02:00:00, 0.458 
MAC000223,2013-01-26 02:30:00, 0.462 
MAC000223,2013-01-26 03:00:00, 0.487 
MAC000223,2013-01-26 03:30:00, 0.479 
MAC000223,2013-01-26 04:00:00, 0.424 
MAC000223,2013-01-26 04:30:00, 0.442 
MAC000223,2013-01-26 05:00:00, 0.487 
MAC000223,2013-01-26 05:30:00, 0.49 
MAC000223,2013-01-26 06:00:00, 0.465 
MAC000223,2013-01-26 06:30:00, 0.671 
MAC000223,2013-01-26 07:00:00, 0.517 
MAC000223,2013-01-26 07:30:00, 0.489 
MAC000223,2013-01-26 08:00:00, 0.45 
MAC000223,2013-01-26 08:30:00, 0.225 
MAC000223,2013-01-26 09:00:00, 0.046 
MAC000223,2013-01-26 09:30:00, 0.338 
MAC000223,2013-01-26 10:00:00, 0.522 
MAC000223,2013-01-26 10:30:00, 0.544 
MAC000223,2013-01-26 11:00:00, 0.224 
MAC000223,2013-01-26 11:30:00, 0.036 
MAC000223,2013-01-26 12:00:00, 0.042 
MAC000223,2013-01-26 12:30:00, 0.026 
MAC000223,2013-01-26 13:00:00, 0.056 
MAC000223,2013-01-26 13:30:00, 0.033 
MAC000223,2013-01-26 14:00:00, 0.025 
MAC000223,2013-01-26 14:30:00, 0.042 
MAC000223,2013-01-26 15:00:00, 0.047 
MAC000223,2013-01-26 15:30:00, 0.029 
MAC000223,2013-01-26 16:00:00, 0.037 
MAC000223,2013-01-26 16:30:00, 0.034 
MAC000223,2013-01-26 17:00:00, 0.044 
MAC000223,2013-01-26 17:30:00, 0.037 
MAC000223,2013-01-26 18:00:00, 0.027 
MAC000223,2013-01-26 18:30:00, 0.037 
MAC000223,2013-01-26 19:00:00, 0.05 
MAC000223,2013-01-26 19:30:00, 0.027 
MAC000223,2013-01-26 20:00:00, 0.027 
MAC000223,2013-01-26 20:30:00, 0.048 
MAC000223,2013-01-26 21:00:00, 0.373 
MAC000223,2013-01-26 21:30:00, 0.507 
MAC000223,2013-01-26 22:00:00, 0.53 
MAC000223,2013-01-26 22:30:00, 0.553 
MAC000223,2013-01-26 23:00:00, 0.56 
MAC000223,2013-01-26 23:30:00, 0.573 
MAC000223,2013-01-27 00:00:00, 0.523 
MAC000223,2013-01-27 00:30:00, 0.485 
MAC000223,2013-01-27 01:00:00, 0.428 
MAC000223,2013-01-27 01:30:00, 0.441 
MAC000223,2013-01-27 02:00:00, 0.458 
MAC000223,2013-01-27 02:30:00, 0.453 
MAC000223,2013-01-27 03:00:00, 0.452 
MAC000223,2013-01-27 03:30:00, 0.447 
MAC000223,2013-01-27 04:00:00, 0.451 
MAC000223,2013-01-27 04:30:00, 0.45 
MAC000223,2013-01-27 05:00:00, 0.448 
MAC000223,2013-01-27 05:30:00, 0.44 
MAC000223,2013-01-27 06:00:00, 0.465 
MAC000223,2013-01-27 06:30:00, 0.452 
MAC000223,2013-01-27 07:00:00, 0.437 
MAC000223,2013-01-27 07:30:00, 0.433 
MAC000223,2013-01-27 08:00:00, 0.461 
MAC000223,2013-01-27 08:30:00, 0.442 
MAC000223,2013-01-27 09:00:00, 0.51 
MAC000223,2013-01-27 09:30:00, 0.635 
MAC000223,2013-01-27 10:00:00, 0.519 
MAC000223,2013-01-27 10:30:00, 0.649 
MAC000223,2013-01-27 11:00:00, 0.17 
MAC000223,2013-01-27 11:30:00, 0.04 
MAC000223,2013-01-27 12:00:00, 0.053 
MAC000223,2013-01-27 12:30:00, 0.043 
MAC000223,2013-01-27 13:00:00, 0.033 
MAC000223,2013-01-27 13:30:00, 0.046 
MAC000223,2013-01-27 14:00:00, 0.056 
MAC000223,2013-01-27 14:30:00, 0.033 
MAC000223,2013-01-27 15:00:00, 0.04 
MAC000223,2013-01-27 15:30:00, 0.05 
MAC000223,2013-01-27 16:00:00, 0.045 
MAC000223,2013-01-27 16:30:00, 0.041 
MAC000223,2013-01-27 17:00:00, 0.038 
MAC000223,2013-01-27 17:30:00, 0.047 
MAC000223,2013-01-27 18:00:00, 0.047 
MAC000223,2013-01-27 18:30:00, 0.041 
MAC000223,2013-01-27 19:00:00, 0.033 
MAC000223,2013-01-27 19:30:00, 0.414 
MAC000223,2013-01-27 20:00:00, 0.814 
MAC000223,2013-01-27 20:30:00, 0.954 
MAC000223,2013-01-27 21:00:00, 0.544 
MAC000223,2013-01-27 21:30:00, 0.699 
MAC000223,2013-01-27 22:00:00, 0.702 
MAC000223,2013-01-27 22:30:00, 0.681 
MAC000223,2013-01-27 23:00:00, 0.616 
MAC000223,2013-01-27 23:30:00, 0.631 
MAC000223,2013-01-28 00:00:00, 0.499 
MAC000223,2013-01-28 00:30:00, 0.355 
MAC000223,2013-01-28 01:00:00, 0.254 
MAC000223,2013-01-28 01:30:00, 0.526 
MAC000223,2013-01-28 02:00:00, 0.51 
MAC000223,2013-01-28 02:30:00, 0.47 
MAC000223,2013-01-28 03:00:00, 0.457 
MAC000223,2013-01-28 03:30:00, 0.468 
MAC000223,2013-01-28 04:00:00, 0.44 
MAC000223,2013-01-28 04:30:00, 0.445 
MAC000223,2013-01-28 05:00:00, 0.462 
MAC000223,2013-01-28 05:30:00, 0.453 
MAC000223,2013-01-28 06:00:00, 0.449 
MAC000223,2013-01-28 06:30:00, 0.445 
MAC000223,2013-01-28 07:00:00, 0.454 
MAC000223,2013-01-28 07:30:00, 0.382 
MAC000223,2013-01-28 08:00:00, 0.047 
MAC000223,2013-01-28 08:30:00, 0.267 
MAC000223,2013-01-28 09:00:00, 0.445 
MAC000223,2013-01-28 09:30:00, 0.356 
MAC000223,2013-01-28 10:00:00, 0.522 
MAC000223,2013-01-28 10:30:00, 0.233 
MAC000223,2013-01-28 11:00:00, 0.542 
MAC000223,2013-01-28 11:30:00, 0.491 
MAC000223,2013-01-28 12:00:00, 0.573 
MAC000223,2013-01-28 12:30:00, 0.607 
MAC000223,2013-01-28 13:00:00, 0.065 
MAC000223,2013-01-28 13:30:00, 0.046 
MAC000223,2013-01-28 14:00:00, 0.037 
MAC000223,2013-01-28 14:30:00, 0.048 
MAC000223,2013-01-28 15:00:00, 0.04 
MAC000223,2013-01-28 15:30:00, 0.027 
MAC000223,2013-01-28 16:00:00, 0.045 
MAC000223,2013-01-28 16:30:00, 0.048 
MAC000223,2013-01-28 17:00:00, 0.027 
MAC000223,2013-01-28 17:30:00, 0.034 
MAC000223,2013-01-28 18:00:00, 0.052 
MAC000223,2013-01-28 18:30:00, 0.034 
MAC000223,2013-01-28 19:00:00, 0.034 
MAC000223,2013-01-28 19:30:00, 0.034 
MAC000223,2013-01-28 20:00:00, 0.096 
MAC000223,2013-01-28 20:30:00, 0.076 
MAC000223,2013-01-28 21:00:00, 0.067 
MAC000223,2013-01-28 21:30:00, 0.301 
MAC000223,2013-01-28 22:00:00, 0.55 
MAC000223,2013-01-28 22:30:00, 0.554 
MAC000223,2013-01-28 23:00:00, 0.553 
MAC000223,2013-01-28 23:30:00, 0.515 
MAC000223,2013-01-29 00:00:00, 0.467 
MAC000223,2013-01-29 00:30:00, 0.502 
MAC000223,2013-01-29 01:00:00, 0.469 
MAC000223,2013-01-29 01:30:00, 0.446 
MAC000223,2013-01-29 02:00:00, 0.467 
MAC000223,2013-01-29 02:30:00, 0.442 
MAC000223,2013-01-29 03:00:00, 0.464 
MAC000223,2013-01-29 03:30:00, 0.467 
MAC000223,2013-01-29 04:00:00, 0.492 
MAC000223,2013-01-29 04:30:00, 0.46 
MAC000223,2013-01-29 05:00:00, 0.444 
MAC000223,2013-01-29 05:30:00, 0.456 
MAC000223,2013-01-29 06:00:00, 0.464 
MAC000223,2013-01-29 06:30:00, 0.447 
MAC000223,2013-01-29 07:00:00, 0.438 
MAC000223,2013-01-29 07:30:00, 0.45 
MAC000223,2013-01-29 08:00:00, 0.386 
MAC000223,2013-01-29 08:30:00, 0.04 
MAC000223,2013-01-29 09:00:00, 0.347 
MAC000223,2013-01-29 09:30:00, 0.444 
MAC000223,2013-01-29 10:00:00, 0.347 
MAC000223,2013-01-29 10:30:00, 0.298 
MAC000223,2013-01-29 11:00:00, 0.257 
MAC000223,2013-01-29 11:30:00, 0.213 
MAC000223,2013-01-29 12:00:00, 0.113 
MAC000223,2013-01-29 12:30:00, 0.08 
MAC000223,2013-01-29 13:00:00, 0.045 
MAC000223,2013-01-29 13:30:00, 0.029 
MAC000223,2013-01-29 14:00:00, 0.063 
MAC000223,2013-01-29 14:30:00, 0.028 
MAC000223,2013-01-29 15:00:00, 0.046 
MAC000223,2013-01-29 15:30:00, 0.044 
MAC000223,2013-01-29 16:00:00, 0.039 
MAC000223,2013-01-29 16:30:00, 0.039 
MAC000223,2013-01-29 17:00:00, 0.051 
MAC000223,2013-01-29 17:30:00, 0.027 
MAC000223,2013-01-29 18:00:00, 0.077 
MAC000223,2013-01-29 18:30:00, 0.468 
MAC000223,2013-01-29 19:00:00, 0.542 
MAC000223,2013-01-29 19:30:00, 0.547 
MAC000223,2013-01-29 20:00:00, 0.577 
MAC000223,2013-01-29 20:30:00, 0.488 
MAC000223,2013-01-29 21:00:00, 0.498 
MAC000223,2013-01-29 21:30:00, 0.479 
MAC000223,2013-01-29 22:00:00, 0.501 
MAC000223,2013-01-29 22:30:00, 0.548 
MAC000223,2013-01-29 23:00:00, 0.56 
MAC000223,2013-01-29 23:30:00, 0.645 
MAC000223,2013-01-30 00:00:00, 0.536 
MAC000223,2013-01-30 00:30:00, 0.511 
MAC000223,2013-01-30 01:00:00, 0.512 
MAC000223,2013-01-30 01:30:00, 0.476 
MAC000223,2013-01-30 02:00:00, 0.465 
MAC000223,2013-01-30 02:30:00, 0.453 
MAC000223,2013-01-30 03:00:00, 0.472 
MAC000223,2013-01-30 03:30:00, 0.461 
MAC000223,2013-01-30 04:00:00, 0.46 
MAC000223,2013-01-30 04:30:00, 0.474 
MAC000223,2013-01-30 05:00:00, 0.461 
MAC000223,2013-01-30 05:30:00, 0.453 
MAC000223,2013-01-30 06:00:00, 0.468 
MAC000223,2013-01-30 06:30:00, 0.45 
MAC000223,2013-01-30 07:00:00, 0.449 
MAC000223,2013-01-30 07:30:00, 0.464 
MAC000223,2013-01-30 08:00:00, 0.451 
MAC000223,2013-01-30 08:30:00, 0.445 
MAC000223,2013-01-30 09:00:00, 0.49 
MAC000223,2013-01-30 09:30:00, 0.687 
MAC000223,2013-01-30 10:00:00, 0.219 
MAC000223,2013-01-30 10:30:00, 0.156 
MAC000223,2013-01-30 11:00:00, 0.493 
MAC000223,2013-01-30 11:30:00, 0.481 
MAC000223,2013-01-30 12:00:00, 0.529 
MAC000223,2013-01-30 12:30:00, 0.286 
MAC000223,2013-01-30 13:00:00, 0.118 
MAC000223,2013-01-30 13:30:00, 0.086 
MAC000223,2013-01-30 14:00:00, 0.063 
MAC000223,2013-01-30 14:30:00, 0.118 
MAC000223,2013-01-30 15:00:00, 0.094 
MAC000223,2013-01-30 15:30:00, 0.073 
MAC000223,2013-01-30 16:00:00, 0.058 
MAC000223,2013-01-30 16:30:00, 0.072 
MAC000223,2013-01-30 17:00:00, 0.138 
MAC000223,2013-01-30 17:30:00, 0.076 
MAC000223,2013-01-30 18:00:00, 0.347 
MAC000223,2013-01-30 18:30:00, 0.526 
MAC000223,2013-01-30 19:00:00, 0.495 
MAC000223,2013-01-30 19:30:00, 0.475 
MAC000223,2013-01-30 20:00:00, 0.486 
MAC000223,2013-01-30 20:30:00, 0.517 
MAC000223,2013-01-30 21:00:00, 0.521 
MAC000223,2013-01-30 21:30:00, 0.542 
MAC000223,2013-01-30 22:00:00, 0.497 
MAC000223,2013-01-30 22:30:00, 0.541 
MAC000223,2013-01-30 23:00:00, 0.479 
MAC000223,2013-01-30 23:30:00, 0.063 
MAC000223,2013-01-31 00:00:00, 0.196 
MAC000223,2013-01-31 00:30:00, 0.442 
MAC000223,2013-01-31 01:00:00, 0.449 
MAC000223,2013-01-31 01:30:00, 0.456 
MAC000223,2013-01-31 02:00:00, 0.445 
MAC000223,2013-01-31 02:30:00, 0.451 
MAC000223,2013-01-31 03:00:00, 0.466 
MAC000223,2013-01-31 03:30:00, 0.445 
MAC000223,2013-01-31 04:00:00, 0.459 
MAC000223,2013-01-31 04:30:00, 0.45 
MAC000223,2013-01-31 05:00:00, 0.439 
MAC000223,2013-01-31 05:30:00, 0.47 
MAC000223,2013-01-31 06:00:00, 0.441 
MAC000223,2013-01-31 06:30:00, 0.444 
MAC000223,2013-01-31 07:00:00, 0.457 
MAC000223,2013-01-31 07:30:00, 0.441 
MAC000223,2013-01-31 08:00:00, 0.527 
MAC000223,2013-01-31 08:30:00, 0.473 
MAC000223,2013-01-31 09:00:00, 0.427 
MAC000223,2013-01-31 09:30:00, 0.179 
MAC000223,2013-01-31 10:00:00, 0.535 
MAC000223,2013-01-31 10:30:00, 0.465 
MAC000223,2013-01-31 11:00:00, 0.562 
MAC000223,2013-01-31 11:30:00, 0.561 
MAC000223,2013-01-31 12:00:00, 0.553 
MAC000223,2013-01-31 12:30:00, 0.55 
MAC000223,2013-01-31 13:00:00, 0.451 
MAC000223,2013-01-31 13:30:00, 0.122 
MAC000223,2013-01-31 14:00:00, 0.064 
MAC000223,2013-01-31 14:30:00, 0.109 
MAC000223,2013-01-31 15:00:00, 0.083 
MAC000223,2013-01-31 15:30:00, 0.122 
MAC000223,2013-01-31 16:00:00, 0.38 
MAC000223,2013-01-31 16:30:00, 0.497 
MAC000223,2013-01-31 17:00:00, 0.528 
MAC000223,2013-01-31 17:30:00, 0.505 
MAC000223,2013-01-31 18:00:00, 0.532 
MAC000223,2013-01-31 18:30:00, 0.177 
MAC000223,2013-01-31 19:00:00, 0.141 
MAC000223,2013-01-31 19:30:00, 0.099 
MAC000223,2013-01-31 20:00:00, 0.089 
MAC000223,2013-01-31 20:30:00, 0.08 
MAC000223,2013-01-31 21:00:00, 0.16 
MAC000223,2013-01-31 21:30:00, 0.152 
MAC000223,2013-01-31 22:00:00, 0.368 
MAC000223,2013-01-31 22:30:00, 0.533 
MAC000223,2013-01-31 23:00:00, 0.597 
MAC000223,2013-01-31 23:30:00, 0.512 
MAC000223,2013-02-01 00:00:00, 0.547 
MAC000223,2013-02-01 00:30:00, 0.485 
MAC000223,2013-02-01 01:00:00, 0.404 
MAC000223,2013-02-01 01:30:00, 0.497 
MAC000223,2013-02-01 02:00:00, 0.495 
MAC000223,2013-02-01 02:30:00, 0.467 
MAC000223,2013-02-01 03:00:00, 0.442 
MAC000223,2013-02-01 03:30:00, 0.447 
MAC000223,2013-02-01 04:00:00, 0.461 
MAC000223,2013-02-01 04:30:00, 0.466 
MAC000223,2013-02-01 05:00:00, 0.449 
MAC000223,2013-02-01 05:30:00, 0.448 
MAC000223,2013-02-01 06:00:00, 0.461 
MAC000223,2013-02-01 06:30:00, 0.462 
MAC000223,2013-02-01 07:00:00, 0.451 
MAC000223,2013-02-01 07:30:00, 0.439 
MAC000223,2013-02-01 08:00:00, 0.444 
MAC000223,2013-02-01 08:30:00, 0.059 
MAC000223,2013-02-01 09:00:00, 0.125 
MAC000223,2013-02-01 09:30:00, 0.152 
MAC000223,2013-02-01 10:00:00, 0.072 
MAC000223,2013-02-01 10:30:00, 0.664 
MAC000223,2013-02-01 11:00:00, 0.493 
MAC000223,2013-02-01 11:30:00, 0.459 
MAC000223,2013-02-01 12:00:00, 0.459 
MAC000223,2013-02-01 12:30:00, 0.48 
MAC000223,2013-02-01 13:00:00, 0.576 
MAC000223,2013-02-01 13:30:00, 0.494 
MAC000223,2013-02-01 14:00:00, 0.466 
MAC000223,2013-02-01 14:30:00, 0.484 
MAC000223,2013-02-01 15:00:00, 0.495 
MAC000223,2013-02-01 15:30:00, 0.514 
MAC000223,2013-02-01 16:00:00, 0.476 
MAC000223,2013-02-01 16:30:00, 0.192 
MAC000223,2013-02-01 17:00:00, 0.088 
MAC000223,2013-02-01 17:30:00, 0.135 
MAC000223,2013-02-01 18:00:00, 0.092 
MAC000223,2013-02-01 18:30:00, 0.05 
MAC000223,2013-02-01 19:00:00, 0.056 
MAC000223,2013-02-01 19:30:00, 0.052 
MAC000223,2013-02-01 20:00:00, 0.08 
MAC000223,2013-02-01 20:30:00, 0.051 
MAC000223,2013-02-01 21:00:00, 0.071 
MAC000223,2013-02-01 21:30:00, 0.123 
MAC000223,2013-02-01 22:00:00, 0.203 
MAC000223,2013-02-01 22:30:00, 0.55 
MAC000223,2013-02-01 23:00:00, 0.552 
MAC000223,2013-02-01 23:30:00, 0.546 
MAC000223,2013-02-02 00:00:00, 0.526 
MAC000223,2013-02-02 00:30:00, 0.538 
MAC000223,2013-02-02 01:00:00, 0.54 
MAC000223,2013-02-02 01:30:00, 0.472 
MAC000223,2013-02-02 02:00:00, 0.487 
MAC000223,2013-02-02 02:30:00, 0.468 
MAC000223,2013-02-02 03:00:00, 0.51 
MAC000223,2013-02-02 03:30:00, 0.491 
MAC000223,2013-02-02 04:00:00, 0.478 
MAC000223,2013-02-02 04:30:00, 0.484 
MAC000223,2013-02-02 05:00:00, 0.459 
MAC000223,2013-02-02 05:30:00, 0.468 
MAC000223,2013-02-02 06:00:00, 0.459 
MAC000223,2013-02-02 06:30:00, 0.483 
MAC000223,2013-02-02 07:00:00, 0.299 
MAC000223,2013-02-02 07:30:00, 0.205 
MAC000223,2013-02-02 08:00:00, 0.496 
MAC000223,2013-02-02 08:30:00, 0.337 
MAC000223,2013-02-02 09:00:00, 0.045 
MAC000223,2013-02-02 09:30:00, 0.055 
MAC000223,2013-02-02 10:00:00, 0.082 
MAC000223,2013-02-02 10:30:00, 0.077 
MAC000223,2013-02-02 11:00:00, 0.064 
MAC000223,2013-02-02 11:30:00, 0.037 
MAC000223,2013-02-02 12:00:00, 0.04 
MAC000223,2013-02-02 12:30:00, 0.05 
MAC000223,2013-02-02 13:00:00, 0.028 
MAC000223,2013-02-02 13:30:00, 0.026 
MAC000223,2013-02-02 14:00:00, 0.037 
MAC000223,2013-02-02 14:30:00, 0.047 
MAC000223,2013-02-02 15:00:00, 0.036 
MAC000223,2013-02-02 15:30:00, 0.031 
MAC000223,2013-02-02 16:00:00, 0.036 
MAC000223,2013-02-02 16:30:00, 0.049 
MAC000223,2013-02-02 17:00:00, 0.096 
MAC000223,2013-02-02 17:30:00, 0.162 
MAC000223,2013-02-02 18:00:00, 0.199 
MAC000223,2013-02-02 18:30:00, 0.179 
MAC000223,2013-02-02 19:00:00, 0.235 
MAC000223,2013-02-02 19:30:00, 0.15 
MAC000223,2013-02-02 20:00:00, 0.052 
MAC000223,2013-02-02 20:30:00, 0.032 
MAC000223,2013-02-02 21:00:00, 0.054 
MAC000223,2013-02-02 21:30:00, 0.584 
MAC000223,2013-02-02 22:00:00, 0.696 
MAC000223,2013-02-02 22:30:00, 0.555 
MAC000223,2013-02-02 23:00:00, 0.611 
MAC000223,2013-02-02 23:30:00, 0.549 
MAC000223,2013-02-03 00:00:00, 0.519 
MAC000223,2013-02-03 00:30:00, 0.583 
MAC000223,2013-02-03 01:00:00, 0.589 
MAC000223,2013-02-03 01:30:00, 0.543 
MAC000223,2013-02-03 02:00:00, 0.491 
MAC000223,2013-02-03 02:30:00, 0.482 
MAC000223,2013-02-03 03:00:00, 0.504 
MAC000223,2013-02-03 03:30:00, 0.496 
MAC000223,2013-02-03 04:00:00, 0.468 
MAC000223,2013-02-03 04:30:00, 0.486 
MAC000223,2013-02-03 05:00:00, 0.512 
MAC000223,2013-02-03 05:30:00, 0.486 
MAC000223,2013-02-03 06:00:00, 0.495 
MAC000223,2013-02-03 06:30:00, 0.482 
MAC000223,2013-02-03 07:00:00, 0.209 
MAC000223,2013-02-03 07:30:00, 0.089 
MAC000223,2013-02-03 08:00:00, 0.079 
MAC000223,2013-02-03 08:30:00, 0.464 
MAC000223,2013-02-03 09:00:00, 0.592 
MAC000223,2013-02-03 09:30:00, 0.235 
MAC000223,2013-02-03 10:00:00, 0.475 
MAC000223,2013-02-03 10:30:00, 0.637 
MAC000223,2013-02-03 11:00:00, 0.56 
MAC000223,2013-02-03 11:30:00, 0.162 
MAC000223,2013-02-03 12:00:00, 0.25 
MAC000223,2013-02-03 12:30:00, 0.127 
MAC000223,2013-02-03 13:00:00, 0.09 
MAC000223,2013-02-03 13:30:00, 0.071 
MAC000223,2013-02-03 14:00:00, 0.091 
MAC000223,2013-02-03 14:30:00, 0.043 
MAC000223,2013-02-03 15:00:00, 0.038 
MAC000223,2013-02-03 15:30:00, 0.037 
MAC000223,2013-02-03 16:00:00, 0.052 
MAC000223,2013-02-03 16:30:00, 0.036 
MAC000223,2013-02-03 17:00:00, 0.319 
MAC000223,2013-02-03 17:30:00, 0.264 
MAC000223,2013-02-03 18:00:00, 0.208 
MAC000223,2013-02-03 18:30:00, 0.216 
MAC000223,2013-02-03 19:00:00, 0.435 
MAC000223,2013-02-03 19:30:00, 0.648 
MAC000223,2013-02-03 20:00:00, 0.818 
MAC000223,2013-02-03 20:30:00, 0.842 
MAC000223,2013-02-03 21:00:00, 0.845 
MAC000223,2013-02-03 21:30:00, 0.751 
MAC000223,2013-02-03 22:00:00, 0.682 
MAC000223,2013-02-03 22:30:00, 0.777 
MAC000223,2013-02-03 23:00:00, 0.736 
MAC000223,2013-02-03 23:30:00, 0.589 
MAC000223,2013-02-04 00:00:00, 0.112 
MAC000223,2013-02-04 00:30:00, 0.31 
MAC000223,2013-02-04 01:00:00, 0.465 
MAC000223,2013-02-04 01:30:00, 0.471 
MAC000223,2013-02-04 02:00:00, 0.457 
MAC000223,2013-02-04 02:30:00, 0.455 
MAC000223,2013-02-04 03:00:00, 0.466 
MAC000223,2013-02-04 03:30:00, 0.456 
MAC000223,2013-02-04 04:00:00, 0.462 
MAC000223,2013-02-04 04:30:00, 0.468 
MAC000223,2013-02-04 05:00:00, 0.449 
MAC000223,2013-02-04 05:30:00, 0.47 
MAC000223,2013-02-04 06:00:00, 0.454 
MAC000223,2013-02-04 06:30:00, 0.439 
MAC000223,2013-02-04 07:00:00, 0.465 
MAC000223,2013-02-04 07:30:00, 0.448 
MAC000223,2013-02-04 08:00:00, 0.512 
MAC000223,2013-02-04 08:30:00, 0.677 
MAC000223,2013-02-04 09:00:00, 0.49 
MAC000223,2013-02-04 09:30:00, 0.45 
MAC000223,2013-02-04 10:00:00, 0.446 
MAC000223,2013-02-04 10:30:00, 0.426 
MAC000223,2013-02-04 11:00:00, 0.369 
MAC000223,2013-02-04 11:30:00, 0.104 
MAC000223,2013-02-04 12:00:00, 0.082 
MAC000223,2013-02-04 12:30:00, 0.401 
MAC000223,2013-02-04 13:00:00, 0.089 
MAC000223,2013-02-04 13:30:00, 0.035 
MAC000223,2013-02-04 14:00:00, 0.028 
MAC000223,2013-02-04 14:30:00, 0.056 
MAC000223,2013-02-04 15:00:00, 0.035 
MAC000223,2013-02-04 15:30:00, 0.029 
MAC000223,2013-02-04 16:00:00, 0.052 
MAC000223,2013-02-04 16:30:00, 0.038 
MAC000223,2013-02-04 17:00:00, 0.028 
MAC000223,2013-02-04 17:30:00, 0.042 
MAC000223,2013-02-04 18:00:00, 0.059 
MAC000223,2013-02-04 18:30:00, 0.065 
MAC000223,2013-02-04 19:00:00, 0.036 
MAC000223,2013-02-04 19:30:00, 0.05 
MAC000223,2013-02-04 20:00:00, 0.033 
MAC000223,2013-02-04 20:30:00, 0.118 
MAC000223,2013-02-04 21:00:00, 0.177 
MAC000223,2013-02-04 21:30:00, 0.212 
MAC000223,2013-02-04 22:00:00, 0.468 
MAC000223,2013-02-04 22:30:00, 0.784 
MAC000223,2013-02-04 23:00:00, 0.575 
MAC000223,2013-02-04 23:30:00, 0.515 
MAC000223,2013-02-05 00:00:00, 0.551 
MAC000223,2013-02-05 00:30:00, 0.55 
MAC000223,2013-02-05 01:00:00, 0.485 
MAC000223,2013-02-05 01:30:00, 0.502 
MAC000223,2013-02-05 02:00:00, 0.501 
MAC000223,2013-02-05 02:30:00, 0.491 
MAC000223,2013-02-05 03:00:00, 0.482 
MAC000223,2013-02-05 03:30:00, 0.464 
MAC000223,2013-02-05 04:00:00, 0.471 
MAC000223,2013-02-05 04:30:00, 0.482 
MAC000223,2013-02-05 05:00:00, 0.48 
MAC000223,2013-02-05 05:30:00, 0.436 
MAC000223,2013-02-05 06:00:00, 0.441 
MAC000223,2013-02-05 06:30:00, 0.147 
MAC000223,2013-02-05 07:00:00, 0.08 
MAC000223,2013-02-05 07:30:00, 0.456 
MAC000223,2013-02-05 08:00:00, 0.558 
MAC000223,2013-02-05 08:30:00, 0.478 
MAC000223,2013-02-05 09:00:00, 0.5 
MAC000223,2013-02-05 09:30:00, 0.441 
MAC000223,2013-02-05 10:00:00, 0.206 
MAC000223,2013-02-05 10:30:00, 0.322 
MAC000223,2013-02-05 11:00:00, 0.54 
MAC000223,2013-02-05 11:30:00, 0.519 
MAC000223,2013-02-05 12:00:00, 0.37 
MAC000223,2013-02-05 12:30:00, 0.077 
MAC000223,2013-02-05 13:00:00, 0.051 
MAC000223,2013-02-05 13:30:00, 0.045 
MAC000223,2013-02-05 14:00:00, 0.028 
MAC000223,2013-02-05 14:30:00, 0.056 
MAC000223,2013-02-05 15:00:00, 0.038 
MAC000223,2013-02-05 15:30:00, 0.069 
MAC000223,2013-02-05 16:00:00, 0.414 
MAC000223,2013-02-05 16:30:00, 0.483 
