LCLid,tstp,energy(kWh/hh)
MAC000223,2013-02-05 17:00:00, 0.42 
MAC000223,2013-02-05 17:30:00, 0.406 
MAC000223,2013-02-05 18:00:00, 0.453 
MAC000223,2013-02-05 18:30:00, 0.421 
MAC000223,2013-02-05 19:00:00, 0.426 
MAC000223,2013-02-05 19:30:00, 0.589 
MAC000223,2013-02-05 20:00:00, 0.525 
MAC000223,2013-02-05 20:30:00, 0.762 
MAC000223,2013-02-05 21:00:00, 0.662 
MAC000223,2013-02-05 21:30:00, 0.712 
MAC000223,2013-02-05 22:00:00, 0.773 
MAC000223,2013-02-05 22:30:00, 0.663 
MAC000223,2013-02-05 23:00:00, 0.628 
MAC000223,2013-02-05 23:30:00, 0.471 
